x,y,z,x_sym,y_sym,z_sym
67939,80717,217464,65171,76369,216052
67939,80717,223464,66424,76053,222306
67939,80717,229464,67498,77486,229901
67939,86717,31464,70002,84054,32771
67939,86717,37464,69424,83712,38814
67939,86717,43464,68654,83286,45136
67939,86717,49464,67778,82861,51563
67939,86717,55464,66874,82537,57874
67939,86717,61464,66009,82379,63945
67939,86717,67464,65300,82368,69792
67939,86717,73464,64948,82409,75564
67939,86717,79464,65160,82377,81466
67939,86717,85464,65883,82142,87508
67939,86717,91464,66461,81724,93374
67939,86717,97464,66198,81431,98816
67939,86717,103464,65660,81411,104293
67939,86717,109464,64920,81677,110111
67939,86717,115464,64241,81987,116047
67939,86717,121464,63663,82236,121904
67939,86717,127464,63085,82360,127725
67939,86717,133464,62704,82195,133621
67939,86717,139464,62686,81788,139671
67939,86717,145464,62847,81294,145832
67939,86717,151464,62825,80985,151930
67939,86717,157464,62496,81088,157841
67939,86717,163464,62091,81434,163725
67939,86717,169464,61760,81928,169699
67939,86717,175464,61531,82515,175758
67939,86717,181464,61501,83021,181797
67939,86717,187464,61828,83286,187703
67939,86717,193464,62579,83121,193580
67939,86717,199464,63605,82781,199323
67939,86717,205464,64696,82676,204679
67939,86717,211464,65628,83178,209692
67939,86717,217464,65481,83067,217138
67939,86717,223464,66002,83144,224810
67939,86717,229464,67655,83528,231239
67939,92717,31464,70375,89431,33863
67939,92717,37464,69858,89090,40002
67939,92717,43464,69219,88690,46320
67939,92717,49464,68515,88293,52685
67939,92717,55464,67813,87986,58894
67939,92717,61464,67191,87827,64775
67939,92717,67464,66760,87787,70321
67939,92717,73464,66672,87774,75733
67939,92717,79464,67077,87770,81434
67939,92717,85464,67926,87679,87516
67939,92717,91464,68556,87442,93512
67939,92717,97464,68043,87406,99017
67939,92717,103464,67414,87565,104527
67939,92717,109464,66718,87832,110285
67939,92717,115464,66017,88071,116154
67939,92717,121464,65380,88215,121987
67939,92717,127464,64798,88240,127799
67939,92717,133464,64399,88067,133667
67939,92717,139464,64263,87721,139642
67939,92717,145464,64259,87334,145700
67939,92717,151464,64163,87095,151742
67939,92717,157464,63903,87119,157701
67939,92717,163464,63590,87354,163625
67939,92717,169464,63313,87725,169572
67939,92717,175464,63101,88161,175543
67939,92717,181464,63040,88548,181477
67939,92717,187464,63261,88770,187322
67939,92717,193464,63833,88781,193106
67939,92717,199464,64676,88720,198813
67939,92717,205464,65558,88796,204430
67939,92717,211464,66120,89023,210426
67939,92717,217464,66165,89098,217651
67939,92717,223464,66599,89088,224910
67939,92717,229464,67744,89093,230921
67939,98717,31464,70879,94861,34817
67939,98717,37464,70438,94511,41036
67939,98717,43464,69923,94106,47395
67939,98717,49464,69379,93697,53779
67939,98717,55464,68863,93375,59965
67939,98717,61464,68444,93225,65710
67939,98717,67464,68208,93224,71007
67939,98717,73464,68253,93264,76141
67939,98717,79464,68637,93358,81593
67939,98717,85464,69235,93461,87454
67939,98717,91464,69588,93484,93303
67939,98717,97464,69366,93559,98952
67939,98717,103464,68879,93727,104575
67939,98717,109464,68279,93924,110319
67939,98717,115464,67626,94077,116147
67939,98717,121464,66990,94144,121982
67939,98717,127464,66424,94107,127816
67939,98717,133464,66001,93943,133688
67939,98717,139464,65750,93680,139624
67939,98717,145464,65596,93406,145611
67939,98717,151464,65425,93231,151602
67939,98717,157464,65191,93220,157561
67939,98717,163464,64935,93363,163493
67939,98717,169464,64703,93617,169419
67939,98717,175464,64529,93922,175338
67939,98717,181464,64482,94205,181224
67939,98717,187464,64652,94401,187058
67939,98717,193464,65087,94493,192851
67939,98717,199464,65722,94536,198636
67939,98717,205464,66357,94601,204519
67939,98717,211464,66797,94678,210748
67939,98717,217464,67078,94694,217424
67939,98717,223464,67529,94660,224037
67939,104717,31464,71478,100363,35596
67939,104717,37464,71115,100012,41857
67939,104717,43464,70711,99608,48239
67939,104717,49464,70303,99195,54638
67939,104717,55464,69937,98869,60825
67939,104717,61464,69667,98749,66506
67939,104717,67464,69551,98826,71693
67939,104717,73464,69635,98985,76746
67939,104717,79464,69917,99178,82018
67939,104717,85464,70275,99368,87579
67939,104717,91464,70478,99515,93248
67939,104717,97464,70382,99647,98910
67939,104717,103464,70046,99789,104590
67939,104717,109464,69560,99921,110340
67939,104717,115464,68993,100008,116148
67939,104717,121464,68413,100026,121983
67939,104717,127464,67881,99965,127832
67939,104717,133464,67447,99825,133709
67939,104717,139464,67125,99631,139623
67939,104717,145464,66879,99438,145569
67939,104717,151464,66654,99310,151524
67939,104717,157464,66422,99285,157466
67939,104717,163464,66194,99368,163391
67939,104717,169464,65996,99533,169303
67939,104717,175464,65860,99740,175199
67939,104717,181464,65835,99943,181072
67939,104717,187464,65974,100103,186917
67939,104717,193464,66299,100207,192749
67939,104717,199464,66758,100270,198613
67939,104717,205464,67229,100314,204588
67939,110717,43464,71539,105244,48769
67939,110717,49464,71239,104874,55098
67939,110717,55464,70985,104593,61213
67939,110717,61464,70813,104509,66873
67939,110717,67464,70758,104622,72100
67939,110717,73464,70836,104832,77190
67939,110717,79464,71021,105067,82398
67939,110717,85464,71230,105287,87803
67939,110717,91464,71341,105471,93349
67939,110717,97464,71273,105620,98972
67939,110717,103464,71024,105743,104654
67939,110717,109464,70635,105835,110398
67939,110717,115464,70159,105883,116193
67939,110717,121464,69653,105877,122021
67939,110717,127464,69169,105814,127873
67939,110717,133464,68745,105699,133747
67939,110717,139464,68394,105556,139648
67939,110717,145464,68103,105417,145568
67939,110717,151464,67848,105322,151497
73939,8717,49464,70969,7795,37628
73939,8717,55464,72094,7340,43534
73939,8717,61464,72951,6938,50040
73939,8717,67464,73384,6645,56922
73939,8717,73464,73330,6481,63827
73939,14717,37464,69109,14328,26747
73939,14717,43464,70250,13804,31254
73939,14717,49464,71599,13212,36579
73939,14717,55464,72896,12741,42612
73939,14717,61464,74000,12291,49609
73939,14717,67464,74553,12006,57006
73939,14717,73464,74428,11915,64138
73939,14717,79464,73746,11905,70977
73939,20717,31464,69069,20273,22336
73939,20717,37464,69738,19790,26499
73939,20717,43464,70729,19053,30957
73939,20717,49464,72105,18326,36570
73939,20717,55464,73301,18016,42315
73939,20717,61464,74852,17451,50258
73939,20717,67464,75643,17280,58020
73939,20717,73464,75419,17330,64995
73939,20717,79464,74431,17374,71683
73939,20717,85464,73168,17451,78280
73939,26717,19464,68353,26083,13547
73939,26717,25464,69406,25826,17943
73939,26717,31464,70816,25910,22536
73939,26717,37464,70771,25003,27086
73939,26717,43464,71338,23998,32298
73939,26717,49464,72648,23164,38733
73939,26717,55464,74014,22650,45536
73939,26717,61464,75426,22115,52813
73939,26717,67464,76434,22468,59995
73939,26717,73464,76092,22695,66162
73939,26717,79464,74664,22799,72643
73939,26717,85464,73224,22946,79163
73939,32717,19464,69399,31520,13670
73939,32717,25464,70376,30810,17879
73939,32717,31464,71712,30226,22362
73939,32717,37464,71693,29641,27850
73939,32717,43464,72037,28898,34443
73939,32717,49464,73300,28183,41295
73939,32717,55464,74361,27425,48294
73939,32717,61464,75320,26747,54865
73939,32717,67464,75461,26825,60090
73939,32717,73464,75456,27772,67177
73939,32717,79464,74234,28167,73900
73939,32717,85464,72837,28428,80302
73939,38717,19464,70558,37214,14238
73939,38717,25464,71374,36311,18507
73939,38717,31464,72340,34946,22737
73939,38717,37464,72814,34280,28718
73939,38717,43464,73010,34542,36412
73939,38717,49464,73952,33922,43583
73939,38717,55464,74621,33033,50787
73939,38717,61464,74842,32481,56837
73939,38717,67464,75019,32465,62969
73939,38717,73464,74638,33121,69563
73939,38717,79464,73422,33603,75669
73939,38717,85464,72087,33941,81664
73939,44717,19464,71693,43312,15334
73939,44717,25464,72379,42651,20206
73939,44717,31464,73054,41616,25294
73939,44717,37464,72380,41957,32236
73939,44717,43464,73378,41454,38615
73939,44717,49464,74072,40331,45264
73939,44717,55464,74321,39217,52192
73939,44717,61464,74194,38571,58810
73939,44717,67464,74125,38462,65546
73939,44717,73464,73572,38739,71825
73939,44717,79464,72295,39160,77392
73939,44717,85464,71046,39530,83000
73939,50717,19464,72670,49665,16624
73939,50717,25464,73121,49553,22215
73939,50717,31464,73358,49527,28436
73939,50717,37464,73280,49511,34956
73939,50717,43464,73621,48443,40434
73939,50717,49464,73868,46722,46539
73939,50717,55464,73751,45245,53273
73939,50717,61464,73298,44391,60084
73939,50717,67464,72715,44151,66737
73939,50717,73464,71866,44417,72883
73939,56717,25464,73808,56197,23546
73939,56717,31464,73931,56613,29935
73939,56717,37464,73806,56358,36250
73939,56717,43464,73586,54748,41715
73939,56717,49464,73501,52739,47786
73939,56717,55464,73080,51066,54363
73939,56717,61464,72247,50288,61000
73939,56717,67464,71250,50158,67431
73939,62717,25464,74473,62210,24036
73939,62717,31464,74525,62456,29959
73939,62717,37464,74126,61938,36080
73939,62717,43464,73182,60404,42784
73939,62717,49464,72789,58706,49176
73939,62717,55464,72248,57207,55511
73939,62717,61464,71288,56551,61855
73939,62717,67464,70094,56546,68117
73939,62717,73464,68932,56873,74219
73939,68717,25464,75057,67743,24180
73939,68717,31464,75229,67788,29200
73939,68717,37464,75727,67076,32542
73939,68717,43464,73071,65974,42652
73939,68717,49464,72365,64624,49814
73939,68717,55464,71684,63598,56266
73939,68717,61464,70678,63067,62575
73939,68717,67464,69463,63088,68801
73939,68717,73464,68321,63400,74933
73939,68717,79464,67615,63646,80892
73939,68717,85464,67497,63553,86580
73939,68717,91464,67689,63128,91995
73939,68717,97464,67792,62536,97258
73939,68717,103464,67519,62044,102616
73939,68717,109464,66794,61887,108225
73939,68717,115464,65875,61999,114008
73939,68717,121464,65452,62339,120194
73939,68717,127464,65212,62215,126397
73939,68717,133464,64807,62345,132660
73939,68717,139464,64478,62727,139332
73939,68717,145464,64205,62787,146046
73939,68717,151464,63401,62512,151632
73939,68717,157464,62525,62587,157174
73939,68717,163464,62429,62865,162910
73939,68717,169464,62581,63197,168950
73939,68717,175464,62517,63635,175077
73939,68717,181464,62640,64093,181473
73939,68717,187464,63359,64257,187955
73939,74717,25464,75450,73035,24684
73939,74717,31464,75391,72894,29849
73939,74717,37464,74844,72392,35575
73939,74717,43464,73537,71532,42932
73939,74717,49464,72529,70546,50161
73939,74717,55464,71647,69786,56837
73939,74717,61464,70634,69408,63206
73939,74717,67464,69533,69443,69424
73939,74717,73464,68561,69726,75571
73939,74717,79464,68049,69911,81602
73939,74717,85464,68143,69672,87356
73939,74717,91464,68517,69037,92717
73939,74717,97464,68746,68167,97751
73939,74717,103464,68455,67442,102928
73939,74717,109464,67573,67504,108712
73939,74717,115464,66518,67908,114618
73939,74717,121464,66129,68651,120846
73939,74717,127464,65802,68635,126869
73939,74717,133464,65392,68401,132869
73939,74717,139464,65271,68267,139247
73939,74717,145464,65397,67816,145814
73939,74717,151464,65254,67368,151960
73939,74717,157464,64708,67646,157504
73939,74717,163464,64266,68219,162982
73939,74717,169464,63909,68692,168962
73939,74717,175464,63661,69395,175100
73939,74717,181464,63756,70025,181579
73939,74717,187464,64442,70481,188128
73939,74717,193464,65618,70003,194471
73939,74717,199464,66756,69053,199724
73939,74717,205464,67405,68721,203338
73939,80717,25464,75731,78261,25642
73939,80717,31464,75454,78026,31280
73939,80717,37464,74844,77569,37384
73939,80717,43464,73931,76911,44107
73939,80717,49464,72986,76201,50967
73939,80717,55464,72076,75640,57574
73939,80717,61464,71155,75363,63876
73939,80717,67464,70278,75388,69966
73939,80717,73464,69619,75594,75977
73939,80717,79464,69412,75720,81971
73939,80717,85464,69693,75487,87849
73939,80717,91464,70106,74850,93303
73939,80717,97464,70279,73988,98258
73939,80717,103464,69881,73365,103430
73939,80717,109464,68753,73828,109592
73939,80717,115464,68056,74327,115768
73939,80717,121464,67542,74939,121649
73939,80717,127464,66824,75152,127331
73939,80717,133464,66213,74692,133078
73939,80717,139464,66319,74025,139216
73939,80717,145464,66899,73112,145720
73939,80717,151464,67401,72200,152178
73939,80717,157464,66861,72746,157701
73939,80717,163464,66222,73398,163215
73939,80717,169464,65578,74007,169224
73939,80717,175464,65250,75031,175299
73939,80717,181464,65272,75696,181668
73939,80717,187464,65768,76498,187733
73939,80717,193464,66716,76121,193853
73939,80717,199464,67706,74964,199149
73939,80717,205464,68308,74458,202974
73939,80717,211464,69027,74533,206518
73939,80717,217464,70543,74264,212542
73939,86717,25464,76051,83503,26741
73939,86717,31464,75702,83211,32670
73939,86717,37464,75145,82769,38914
73939,86717,43464,74413,82208,45473
73939,86717,49464,73614,81631,52121
73939,86717,55464,72821,81175,58581
73939,86717,61464,72077,80942,64697
73939,86717,67464,71468,80931,70494
73939,86717,73464,71149,81043,76158
73939,86717,79464,71294,81137,81960
73939,86717,85464,71900,80989,87920
73939,86717,91464,72362,80453,93631
73939,86717,97464,72037,79922,98767
73939,86717,103464,71752,79826,104066
73939,86717,109464,70585,80347,110216
73939,86717,115464,69863,80587,116281
73939,86717,121464,69340,80759,121992
73939,86717,127464,68514,80965,127583
73939,86717,133464,67893,80615,133283
73939,86717,139464,67905,79921,139289
73939,86717,145464,68336,79067,145581
73939,86717,151464,68629,78427,151843
73939,86717,157464,68319,78583,157676
73939,86717,163464,67753,79033,163446
73939,86717,169464,67220,79652,169354
73939,86717,175464,66902,80420,175430
73939,86717,181464,66901,81056,181531
73939,86717,187464,67261,81480,187324
73939,86717,193464,67977,81230,193029
73939,86717,199464,68871,80868,198465
73939,86717,205464,69776,80609,203288
73939,86717,211464,70752,80938,207634
73939,86717,217464,71380,80804,213789
73939,86717,223464,72261,80714,220760
73939,92717,25464,76462,88796,27797
73939,92717,31464,76111,88463,33911
73939,92717,37464,75623,88012,40267
73939,92717,43464,75027,87472,46834
73939,92717,49464,74383,86920,53452
73939,92717,55464,73756,86478,59847
73939,92717,61464,73211,86258,65753
73939,92717,67464,72837,86235,71140
73939,92717,73464,72756,86261,76240
73939,92717,79464,73111,86386,81720
73939,92717,85464,73914,86467,87763
73939,92717,91464,74549,86161,93696
73939,92717,97464,73801,86014,98986
73939,92717,103464,73496,86226,104363
73939,92717,109464,72726,86548,110231
73939,92717,115464,71873,86732,116188
73939,92717,121464,71133,86780,121962
73939,92717,127464,70385,86746,127647
73939,92717,133464,69836,86445,133399
73939,92717,139464,69660,85911,139331
73939,92717,145464,69736,85315,145424
73939,92717,151464,69756,84910,151514
73939,92717,157464,69528,84891,157459
73939,92717,163464,69137,85163,163329
73939,92717,169464,68753,85607,169231
73939,92717,175464,68503,86132,175188
73939,92717,181464,68485,86600,181115
73939,92717,187464,68758,86881,186910
73939,92717,193464,69319,86906,192577
73939,92717,199464,70077,86850,198052
73939,92717,205464,70909,86913,203292
73939,92717,211464,71619,87125,208733
73939,92717,217464,72059,87169,215180
73939,92717,223464,72658,87197,222027
73939,98717,31464,76639,93796,34968
73939,98717,37464,76226,93329,41419
73939,98717,43464,75748,92771,48063
73939,98717,49464,75249,92177,54785
73939,98717,55464,74783,91676,61276
73939,98717,61464,74411,91474,67035
73939,98717,67464,74206,91548,72023
73939,98717,73464,74244,91657,76709
73939,98717,79464,74596,91884,81863
73939,98717,85464,75165,92186,87651
73939,98717,91464,75496,92268,93368
73939,98717,97464,75302,92324,98889
73939,98717,103464,74922,92469,104443
73939,98717,109464,74318,92637,110203
73939,98717,115464,73563,92728,116056
73939,98717,121464,72806,92716,121866
73939,98717,127464,72116,92595,127636
73939,98717,133464,71588,92329,133440
73939,98717,139464,71282,91941,139337
73939,98717,145464,71129,91539,145318
73939,98717,151464,70986,91263,151314
73939,98717,157464,70758,91204,157261
73939,98717,163464,70465,91351,163164
73939,98717,169464,70186,91639,169058
73939,98717,175464,70002,91991,174952
73939,98717,181464,69988,92323,180814
73939,98717,187464,70194,92558,186603
73939,98717,193464,70624,92680,192308
73939,98717,199464,71214,92755,197936
73939,98717,205464,71843,92858,203573
73939,98717,211464,72384,92984,209472
73939,104717,37464,76913,98760,42303
73939,104717,43464,76538,98197,48991
73939,104717,49464,76163,97572,55801
73939,104717,55464,75830,97004,62451
73939,104717,61464,75588,96838,68149
73939,104717,67464,75487,97078,72880
73939,104717,73464,75568,97388,77502
73939,104717,79464,75834,97720,82471
73939,104717,85464,76177,98037,87833
73939,104717,91464,76381,98254,93346
73939,104717,97464,76319,98399,98890
73939,104717,103464,76025,98519,104501
73939,104717,109464,75536,98612,110221
73939,104717,115464,74910,98645,116015
73939,104717,121464,74246,98598,121821
73939,104717,127464,73626,98465,127627
73939,104717,133464,73116,98243,133457
73939,104717,139464,72742,97962,139336
73939,104717,145464,72473,97684,145261
73939,104717,151464,72240,97488,151202
73939,104717,157464,71999,97425,157127
73939,104717,163464,71752,97499,163029
73939,104717,169464,71535,97677,168914
73939,104717,175464,71398,97911,174783
73939,104717,181464,71390,98146,180625
73939,104717,187464,71548,98339,186427
73939,104717,193464,71871,98477,192192
73939,110717,61464,76696,102671,68332
73939,110717,67464,76649,102909,73216
73939,110717,73464,76726,103253,77958
73939,110717,79464,76905,103601,82899
73939,110717,85464,77108,103913,88102
73939,110717,91464,77224,104155,93492
73939,110717,97464,77174,104326,98998
73939,110717,103464,76941,104440,104600
73939,110717,109464,76546,104505,110291
73939,110717,115464,76036,104512,116048
73939,110717,121464,75477,104455,121839
73939,110717,127464,74934,104335,127650
73939,110717,133464,74456,104159,133485
73939,110717,139464,74063,103951,139351
79939,8717,49464,76622,7759,36785
79939,8717,55464,77704,7152,42851
79939,8717,61464,78506,6575,49321
79939,8717,67464,78908,6122,56143
79939,14717,37464,74987,14740,25289
79939,14717,43464,75931,14321,30212
79939,14717,49464,77281,13524,36355
79939,14717,55464,78659,12757,42575
79939,14717,61464,79622,12022,49149
79939,14717,67464,80088,11509,56399
79939,14717,73464,79986,11270,63412
79939,14717,79464,79342,11144,70155
79939,20717,31464,75131,20869,20870
79939,20717,37464,75559,20706,25010
79939,20717,43464,76225,20300,29594
79939,20717,49464,77819,19012,36981
79939,20717,55464,79544,18179,43447
79939,20717,61464,80715,17290,50180
79939,20717,67464,81257,16800,57535
79939,20717,73464,81023,16680,64287
79939,20717,79464,80075,16606,70884
79939,20717,85464,78868,16565,77450
79939,26717,19464,74685,26265,12287
79939,26717,25464,75548,26492,16807
79939,26717,31464,76295,26790,21347
79939,26717,37464,76314,26330,25861
79939,26717,43464,76814,25291,31061
79939,26717,49464,78296,24147,37899
79939,26717,55464,79981,23311,45099
79939,26717,61464,81326,22441,52512
79939,26717,67464,82125,22108,59074
79939,26717,73464,81589,22088,65297
79939,26717,79464,80353,22037,71833
79939,26717,85464,79009,22031,78367
79939,32717,19464,75564,31795,12686
79939,32717,25464,76389,31801,17249
79939,32717,31464,77060,32022,21998
79939,32717,37464,76758,31739,27303
79939,32717,43464,77440,30231,33078
79939,32717,49464,79092,29255,39984
79939,32717,55464,80279,28417,47058
79939,32717,61464,81237,27578,53986
79939,32717,67464,81380,27249,59960
79939,32717,73464,80847,27341,66361
79939,32717,79464,80007,27411,73161
79939,32717,85464,78752,27465,79576
79939,38717,13464,75942,37605,8701
79939,38717,19464,76416,37407,13458
79939,38717,25464,77004,37049,18165
79939,38717,31464,77501,36495,23014
79939,38717,37464,77528,36027,29081
79939,38717,43464,78286,35561,36080
79939,38717,49464,79759,34701,42473
79939,38717,55464,80385,33807,49457
79939,38717,61464,80983,33018,56448
79939,38717,67464,82292,32524,64390
79939,38717,73464,80634,32679,69464
79939,38717,79464,79456,32782,75187
79939,38717,85464,78194,32885,81056
79939,44717,13464,76894,43478,9559
79939,44717,19464,77264,43335,14641
79939,44717,25464,77621,43025,19857
79939,44717,31464,77736,42596,25473
79939,44717,37464,77552,42436,31840
79939,44717,43464,78266,41903,38086
79939,44717,49464,79427,40700,44396
79939,44717,55464,79874,39481,51467
79939,44717,61464,80242,38479,58723
79939,44717,67464,81273,37965,66864
79939,44717,73464,80136,37961,72236
79939,44717,79464,78641,38103,77116
79939,44717,85464,77378,38319,82496
79939,50717,19464,78096,49508,15958
79939,50717,25464,78280,49547,21753
79939,50717,31464,78182,49581,28165
79939,50717,37464,77907,49389,34597
79939,50717,43464,78082,48436,40076
79939,50717,49464,78637,46700,46253
79939,50717,55464,78985,44991,53070
79939,50717,61464,79000,43669,59920
79939,50717,67464,78843,42806,66726
79939,50717,73464,78286,43009,72791
79939,50717,79464,77331,43514,78225
79939,56717,19464,78910,55629,17035
79939,56717,25464,79040,55950,23044
79939,56717,31464,78987,56319,29608
79939,56717,37464,78791,56034,36144
79939,56717,43464,78598,54589,41754
79939,56717,49464,78341,52261,48127
79939,56717,55464,78198,50185,54720
79939,56717,61464,77910,49287,60971
79939,56717,67464,77383,48798,67241
79939,56717,73464,76718,48964,73283
79939,62717,19464,79676,61475,17757
79939,62717,25464,79795,61824,23577
79939,62717,31464,79766,62109,29644
79939,62717,37464,79368,61804,36180
79939,62717,43464,78416,60531,43011
79939,62717,49464,78101,58929,49410
79939,62717,55464,77625,56123,56009
79939,62717,61464,77113,55504,61943
79939,62717,67464,76381,55310,68003
79939,62717,73464,75595,55493,74020
79939,68717,19464,80346,67023,18313
79939,68717,25464,80427,67236,23861
79939,68717,31464,80344,67284,29387
79939,68717,37464,79446,66950,35628
79939,68717,43464,77943,65721,43055
79939,68717,49464,77815,64135,50115
79939,68717,55464,77385,62773,56518
79939,68717,61464,76699,62054,62694
79939,68717,67464,75845,61944,68811
79939,68717,73464,74977,62205,74905
79939,68717,79464,74377,62474,80844
79939,68717,109464,73464,60549,107946
79939,68717,115464,72499,60779,113845
79939,68717,121464,71756,61215,119821
79939,68717,127464,71141,61229,125646
79939,68717,133464,70515,61136,131476
79939,68717,139464,70044,61133,137760
79939,68717,145464,69714,60917,144428
79939,68717,151464,69198,60636,150764
79939,68717,157464,68608,60643,156593
79939,68717,163464,68224,60858,162136
79939,68717,169464,67938,61099,167811
79939,74717,19464,80904,72374,18957
79939,74717,25464,80889,72424,24472
79939,74717,31464,80671,72285,30043
79939,74717,37464,79927,71827,36242
79939,74717,43464,78847,70926,43358
79939,74717,49464,78152,69800,50442
79939,74717,55464,77518,68882,57065
79939,74717,61464,76758,68381,63380
79939,74717,67464,75895,68365,69556
79939,74717,73464,75023,68743,75730
79939,74717,79464,74389,69172,81852
79939,74717,85464,74590,68802,87424
79939,74717,91464,75017,68092,92597
79939,74717,97464,75415,67080,97363
79939,74717,103464,75288,66141,102433
79939,74717,109464,74456,66277,108529
79939,74717,115464,73391,66932,114802
79939,74717,121464,72440,68041,120754
79939,74717,127464,71638,67966,126232
79939,74717,133464,70933,67310,131636
79939,74717,139464,70668,66804,137644
79939,74717,145464,70830,66113,144501
79939,74717,151464,70789,65540,151263
79939,74717,157464,70322,65720,157060
79939,74717,163464,69784,66221,162231
79939,74717,169464,69103,66524,167787
79939,74717,175464,68558,66955,173576
79939,74717,181464,68902,67565,180206
79939,74717,187464,69868,67985,187169
79939,74717,193464,71033,67580,193829
79939,80717,25464,81267,77552,25459
79939,80717,31464,80951,77296,31317
79939,80717,37464,80341,76809,37611
79939,80717,43464,79532,76092,44389
79939,80717,49464,78756,75291,51249
79939,80717,55464,78030,74636,57851
79939,80717,61464,77292,74296,64135
79939,80717,67464,76561,74330,70200
79939,80717,73464,75927,74669,76196
79939,80717,79464,75607,75010,82156
79939,80717,85464,75766,74911,87983
79939,80717,91464,76207,74341,93314
79939,80717,97464,76928,73261,97701
79939,80717,103464,76970,72283,102656
79939,80717,109464,75557,73024,109425
79939,80717,115464,74758,73499,115939
79939,80717,121464,73743,74679,121661
79939,80717,127464,72608,74534,126835
79939,80717,133464,71540,73562,132067
79939,80717,139464,71623,72595,137966
79939,80717,145464,72276,71479,144677
79939,80717,151464,72778,70485,151487
79939,80717,157464,72297,70898,157166
79939,80717,163464,71599,71585,162379
79939,80717,169464,70756,71996,168091
79939,80717,175464,70209,72694,173942
79939,80717,181464,70393,73343,180422
79939,80717,187464,71151,73896,187070
79939,80717,193464,72172,73477,193676
79939,80717,199464,72943,73022,198040
79939,80717,205464,73441,72897,201176
79939,86717,25464,81670,82704,26578
79939,86717,31464,81328,82375,32664
79939,86717,37464,80805,81881,39055
79939,86717,43464,80151,81252,45722
79939,86717,49464,79465,80597,52444
79939,86717,55464,78800,80075,58945
79939,86717,61464,78180,79817,65066
79939,86717,67464,77658,79857,70831
79939,86717,73464,77336,80119,76427
79939,86717,79464,77343,80446,82046
79939,86717,85464,77667,80613,87667
79939,86717,91464,78078,80339,92949
79939,86717,97464,78597,79641,97889
79939,86717,103464,78998,79388,103215
79939,86717,109464,77212,80075,109981
79939,86717,115464,76381,79813,116186
79939,86717,121464,75586,79831,121789
79939,86717,127464,74384,79917,127123
79939,86717,133464,73441,79337,132553
79939,86717,139464,73333,78447,138430
79939,86717,145464,73756,77441,144789
79939,86717,151464,74052,76697,151190
79939,86717,157464,73750,76772,157070
79939,86717,163464,73137,77198,162708
79939,86717,169464,72504,77717,168459
79939,86717,175464,72119,78364,174404
79939,86717,181464,72181,78959,180546
79939,86717,187464,72661,79362,186617
79939,86717,193464,73393,79276,192423
79939,86717,199464,74155,79022,197433
79939,86717,205464,74864,78931,201740
79939,86717,211464,75685,79020,206322
79939,92717,25464,82140,87920,27659
79939,92717,31464,81810,87539,33913
79939,92717,37464,81361,87027,40410
79939,92717,43464,80827,86412,47114
79939,92717,49464,80264,85778,53860
79939,92717,55464,79725,85271,60353
79939,92717,61464,79260,85048,66278
79939,92717,67464,78934,85118,71618
79939,92717,73464,78835,85364,76691
79939,92717,79464,79044,85738,81929
79939,92717,85464,79498,86096,87380
79939,92717,91464,79848,86106,92748
79939,92717,97464,80055,85778,98067
79939,92717,103464,80285,85698,103589
79939,92717,109464,79487,85834,109693
79939,92717,115464,78321,85784,115841
79939,92717,121464,77292,85661,121628
79939,92717,127464,76284,85498,127213
79939,92717,133464,75526,85062,132842
79939,92717,139464,75218,84400,138702
79939,92717,145464,75234,83693,144800
79939,92717,151464,75234,83198,150927
79939,92717,157464,74993,83111,156879
79939,92717,163464,74568,83335,162700
79939,92717,169464,74137,83730,168528
79939,92717,175464,73874,84212,174431
79939,92717,181464,73894,84663,180366
79939,92717,187464,74214,84961,186208
79939,92717,193464,74767,85041,191845
79939,92717,199464,75444,85031,197151
79939,92717,205464,76166,85083,202211
79939,92717,211464,76891,85211,207490
79939,98717,31464,82380,92803,34988
79939,98717,37464,82002,92268,41585
79939,98717,43464,81573,91626,48395
79939,98717,49464,81131,90926,55320
79939,98717,55464,80725,90311,62047
79939,98717,61464,80402,90111,67834
79939,98717,67464,80221,90337,72647
79939,98717,73464,80241,90682,77252
79939,98717,79464,80497,91115,82169
79939,98717,85464,80903,91549,87462
79939,98717,91464,81216,91750,92844
79939,98717,97464,81329,91728,98280
79939,98717,103464,81236,91698,103883
79939,98717,109464,80683,91700,109736
79939,98717,115464,79795,91639,115672
79939,98717,121464,78858,91498,121499
79939,98717,127464,77996,91270,127228
79939,98717,133464,77325,90903,132972
79939,98717,139464,76914,90423,138825
79939,98717,145464,76697,89938,144790
79939,98717,151464,76519,89591,150784
79939,98717,157464,76269,89477,156721
79939,98717,163464,75952,89583,162596
79939,98717,169464,75652,89841,168452
79939,98717,175464,75469,90175,174315
79939,98717,181464,75479,90501,180162
79939,98717,187464,75707,90750,185937
79939,98717,193464,76129,90899,191593
79939,98717,199464,76679,90998,197116
79939,104717,55464,81741,95387,63698
79939,104717,61464,81528,95211,69443
79939,104717,67464,81436,95752,73586
79939,104717,73464,81500,96242,77953
79939,104717,79464,81717,96713,82691
79939,104717,85464,82007,97131,87789
79939,104717,91464,82226,97402,93092
79939,104717,97464,82271,97518,98532
79939,104717,103464,82092,97550,104118
79939,104717,109464,81636,97537,109852
79939,104717,115464,80959,97466,115663
79939,104717,121464,80198,97326,121466
79939,104717,127464,79473,97108,127245
79939,104717,133464,78867,96810,133037
