x,y,z,x_sym,y_sym,z_sym
79939,104717,139464,78417,96457,138883
79939,104717,145464,78093,96115,144785
79939,104717,151464,77826,95864,150709
79939,104717,157464,77561,95758,156617
79939,104717,163464,77295,95800,162496
79939,104717,169464,77067,95958,168355
85939,14717,43464,81692,14353,30073
85939,14717,49464,82979,13572,36483
85939,14717,55464,84308,12723,42922
85939,14717,61464,85077,11799,49460
85939,14717,67464,85429,11088,56319
85939,14717,73464,85331,10709,62939
85939,20717,31464,80831,20860,20256
85939,20717,37464,81252,20826,24767
85939,20717,43464,81978,20431,29873
85939,20717,49464,83513,19342,37113
85939,20717,55464,85408,18526,43991
85939,20717,61464,86263,17196,52107
85939,20717,67464,86530,16372,57759
85939,20717,73464,86293,16127,63770
85939,20717,79464,85472,15946,70186
85939,26717,25464,81129,26503,16224
85939,26717,31464,81498,26742,21014
85939,26717,37464,81696,26539,25918
85939,26717,43464,82341,25765,31207
85939,26717,49464,83745,24877,37079
85939,26717,55464,85550,24137,44683
85939,26717,61464,86820,22674,53563
85939,26717,67464,87495,21786,58537
85939,26717,73464,86818,21596,64568
85939,26717,79464,85794,21417,71083
85939,26717,85464,84616,21254,77584
85939,32717,19464,81363,31852,12119
85939,32717,25464,81802,32063,17047
85939,32717,31464,82030,32264,22270
85939,32717,37464,81992,31902,28166
85939,32717,43464,82620,30825,34369
85939,32717,49464,84445,30281,39438
85939,32717,55464,85711,29637,45917
85939,32717,61464,86720,28755,52697
85939,32717,67464,86998,27662,59278
85939,32717,73464,86381,27129,65721
85939,32717,79464,85620,26866,72391
85939,32717,85464,84503,26683,78776
85939,38717,19464,82078,37495,13031
85939,38717,25464,82371,37525,18204
85939,38717,31464,82485,37482,23774
85939,38717,37464,82499,37121,30201
85939,38717,43464,83388,36359,36653
85939,38717,49464,85009,35673,42140
85939,38717,55464,85620,34907,48529
85939,38717,61464,86144,33990,54799
85939,38717,67464,86144,33176,61790
85939,38717,73464,85950,32696,68367
85939,38717,79464,85259,32237,74339
85939,38717,85464,84136,32052,80229
85939,44717,19464,82798,43300,14196
85939,44717,25464,82930,43303,19709
85939,44717,31464,82877,43225,25571
85939,44717,37464,82769,43028,31732
85939,44717,43464,83268,42502,37676
85939,44717,49464,84497,41506,43814
85939,44717,55464,85002,40438,50785
85939,44717,61464,85395,39186,57428
85939,44717,67464,85723,38054,64512
85939,44717,73464,85644,37540,70970
85939,44717,79464,84658,37365,76178
85939,44717,85464,83534,37372,81639
85939,50717,19464,83549,49250,15425
85939,50717,25464,83575,49391,21277
85939,50717,31464,83396,49455,27442
85939,50717,37464,83029,49297,33499
85939,50717,43464,82431,48767,38971
85939,50717,49464,83405,47247,45544
85939,50717,55464,84189,45624,52390
85939,50717,61464,84408,43860,58801
85939,50717,67464,84220,41459,65345
85939,50717,73464,84233,41998,71623
85939,50717,79464,83599,42509,77246
85939,56717,19464,84330,55161,16478
85939,56717,25464,84334,55427,22483
85939,56717,31464,84199,55586,28790
85939,56717,37464,83983,55326,35048
85939,56717,43464,83703,54305,40940
85939,56717,49464,83545,52413,47416
85939,56717,55464,83640,50504,53997
85939,56717,61464,83611,49119,60118
85939,56717,67464,83362,48015,66225
85939,56717,73464,83017,47895,72263
85939,62717,19464,85090,60868,17277
85939,62717,25464,85095,61133,23213
85939,62717,31464,84985,61255,29414
85939,62717,37464,84834,60933,35907
85939,62717,43464,84643,59799,42258
85939,62717,49464,83837,58018,48816
85939,62717,55464,83383,56092,55310
85939,62717,61464,83066,55089,61285
85939,62717,67464,82634,54525,67237
85939,62717,73464,82132,54446,73190
85939,68717,19464,85779,66339,17947
85939,68717,25464,85745,66496,23754
85939,68717,31464,85535,66481,29767
85939,68717,37464,85026,66093,36197
85939,68717,43464,84374,65092,42945
85939,68717,49464,83821,63673,49649
85939,68717,55464,83337,62275,56088
85939,68717,61464,82832,61416,62217
85939,68717,67464,82244,61095,68239
85939,74717,19464,86383,71640,18666
85939,74717,25464,86283,71659,24449
85939,74717,31464,85988,71498,30424
85939,74717,37464,85401,71041,36796
85939,74717,43464,84686,70205,43554
85939,74717,49464,84097,69147,50321
85939,74717,55464,83558,68192,56823
85939,74717,61464,82973,67603,63054
85939,74717,67464,82327,67475,69138
85939,74717,73464,81660,67754,75189
85939,74717,103464,82515,65894,102135
85939,74717,109464,82042,65732,108395
85939,74717,115464,81164,65993,114936
85939,74717,121464,79616,66709,120365
85939,74717,127464,78178,66773,125288
85939,74717,133464,77046,66264,130049
85939,74717,139464,76295,65701,135108
85939,74717,145464,76326,64931,142671
85939,74717,151464,76139,64375,150030
85939,74717,157464,75697,64278,156323
85939,74717,163464,75211,64450,161425
85939,74717,169464,74453,64557,166631
85939,80717,25464,86771,76757,25381
85939,80717,31464,86446,76487,31456
85939,80717,37464,85920,76000,37847
85939,80717,43464,85282,75297,44518
85939,80717,49464,84666,74503,51221
85939,80717,55464,84083,73827,57713
85939,80717,61464,83503,73447,63922
85939,80717,67464,82927,73447,69911
85939,80717,73464,82413,73783,75786
85939,80717,79464,82147,74194,81534
85939,80717,85464,82334,74295,87015
85939,80717,91464,82935,73965,92080
85939,80717,97464,83935,73124,96827
85939,80717,103464,84710,72427,102133
85939,80717,109464,84054,72332,108739
85939,80717,115464,82800,72404,115744
85939,80717,121464,80934,73072,121084
85939,80717,127464,79279,73037,125916
85939,80717,133464,78084,72295,130778
85939,80717,139464,77585,71421,136312
85939,80717,145464,77701,70478,143136
85939,80717,151464,77727,69798,150117
85939,80717,157464,77375,69719,156246
85939,80717,163464,76786,69961,161596
85939,80717,169464,76005,70185,166940
85939,80717,175464,75368,70441,172512
85939,80717,181464,75741,70989,178959
85939,80717,187464,76666,71400,185681
85939,80717,193464,77636,71369,191865
85939,86717,25464,87269,81873,26428
85939,86717,31464,86945,81529,32639
85939,86717,37464,86486,81027,39094
85939,86717,43464,85940,80395,45741
85939,86717,49464,85376,79738,52397
85939,86717,55464,84836,79209,58837
85939,86717,61464,84337,78949,64919
85939,86717,67464,83911,79014,70657
85939,86717,73464,83628,79359,76176
85939,86717,79464,83587,79856,81558
85939,86717,85464,83828,80378,86702
85939,86717,91464,84391,80671,91470
85939,86717,97464,85555,79829,96626
85939,86717,103464,87169,79227,101927
85939,86717,109464,86205,79080,108491
85939,86717,115464,83975,78872,115310
85939,86717,121464,82335,78855,121071
85939,86717,127464,80838,78676,126313
85939,86717,133464,79736,78057,131582
85939,86717,139464,79272,77213,137316
85939,86717,145464,79273,76336,143630
85939,86717,151464,79266,75710,150061
85939,86717,157464,78964,75575,156091
85939,86717,163464,78429,75764,161754
85939,86717,169464,77844,76069,167378
85939,86717,175464,77484,76467,173186
85939,86717,181464,77623,76918,179297
85939,86717,187464,78180,77249,185474
85939,86717,193464,78910,77323,191279
85939,86717,199464,79636,77311,196329
85939,92717,31464,87502,86654,33798
85939,92717,37464,87107,86131,40343
85939,92717,43464,86649,85512,47046
85939,92717,49464,86175,84885,53752
85939,92717,55464,85728,84395,60198
85939,92717,61464,85344,84195,66124
85939,92717,67464,85071,84323,71519
85939,92717,73464,84967,84704,76628
85939,92717,79464,85078,85265,81662
85939,92717,85464,85379,85942,86590
85939,92717,91464,85834,86468,91387
85939,92717,97464,86631,85890,96839
85939,92717,103464,87318,85351,102545
85939,92717,109464,86693,85095,108739
85939,92717,115464,85175,84841,115057
85939,92717,121464,83757,84601,120935
85939,92717,127464,82509,84299,126503
85939,92717,133464,81567,83788,132063
85939,92717,139464,81047,83113,137855
85939,92717,145464,80843,82429,143913
85939,92717,151464,80689,81935,150040
85939,92717,157464,80400,81761,156016
85939,92717,163464,79987,81860,161828
85939,92717,169464,79579,82122,167603
85939,92717,175464,79344,82474,173446
85939,92717,181464,79405,82837,179366
85939,92717,187464,79755,83115,185244
85939,92717,193464,80297,83258,190894
85939,98717,55464,86687,89483,61710
85939,98717,61464,86415,89316,67517
85939,98717,67464,86259,89558,72514
85939,98717,73464,86260,90007,77246
85939,98717,79464,86434,90564,82045
85939,98717,85464,86739,91126,86975
85939,98717,91464,87105,91448,92058
85939,98717,97464,87475,91341,97443
85939,98717,103464,87606,91081,103116
85939,98717,109464,87131,90858,109036
85939,98717,115464,86157,90629,115030
85939,98717,121464,85062,90368,120888
85939,98717,127464,84051,90042,126608
85939,98717,133464,83243,89609,132317
85939,98717,139464,82695,89093,138129
85939,98717,145464,82353,88587,144065
85939,98717,151464,82086,88211,150044
85939,98717,157464,81791,88042,155973
85939,98717,163464,81463,88076,161831
85939,98717,169464,81169,88256,167657
85939,98717,175464,81004,88520,173490
85939,104717,121464,86221,96145,120932
85939,104717,127464,85410,95853,126697
85939,104717,133464,84715,95497,132464
85939,104717,139464,84178,95103,138280
85939,104717,145464,83776,94728,144157
91939,20717,43464,87847,19941,30683
91939,20717,49464,89033,19299,36917
91939,20717,55464,90341,18462,43986
91939,20717,61464,91202,17275,51392
91939,20717,67464,91539,16360,57287
91939,20717,73464,91354,15816,63202
91939,26717,31464,87058,26253,21101
91939,26717,37464,87426,26115,26423
91939,26717,43464,88173,25682,31902
91939,26717,49464,89373,25202,37487
91939,26717,55464,90633,24617,44135
91939,26717,61464,91620,23496,51283
91939,26717,67464,92213,22229,57637
91939,26717,73464,91889,21459,63849
91939,26717,79464,91090,20952,70322
91939,32717,25464,87322,31800,16961
91939,32717,31464,87504,31905,22469
91939,32717,37464,87747,31674,28384
91939,32717,43464,88515,31194,34294
91939,32717,49464,89951,30800,40080
91939,32717,55464,90766,30127,45991
91939,32717,61464,91401,30406,49350
91939,32717,67464,92326,28277,57655
91939,32717,73464,91933,27135,64802
91939,32717,79464,91137,26448,71479
91939,32717,85464,90113,26023,77878
91939,38717,25464,87861,37427,18155
91939,38717,31464,87930,37471,23945
91939,38717,37464,88089,37257,30152
91939,38717,43464,88789,36837,36348
91939,38717,49464,89935,36398,42431
91939,38717,55464,90425,35674,48224
91939,38717,61464,90769,34040,52484
91939,38717,67464,91931,33711,59139
91939,38717,73464,91831,32579,66797
91939,38717,79464,90963,31783,73103
91939,38717,85464,89917,31366,79181
91939,44717,25464,88416,43146,19470
91939,44717,31464,88352,43190,25389
91939,44717,37464,88315,43067,31478
91939,44717,43464,88647,42729,37566
91939,44717,49464,89445,42227,43942
91939,44717,55464,89994,41784,50751
91939,44717,61464,90185,39661,56441
91939,44717,67464,91368,38569,61930
91939,44717,73464,91368,37418,68813
91939,44717,79464,90496,36837,74657
91939,50717,25464,89046,48963,20777
91939,50717,31464,88881,49037,26800
91939,50717,37464,88613,48919,32811
91939,50717,43464,88438,48500,38755
91939,50717,49464,88975,47649,45176
91939,50717,55464,89680,46659,51644
91939,50717,61464,90140,45056,57243
91939,50717,67464,90242,42868,63292
91939,50717,73464,90202,41910,69680
91939,50717,79464,89689,41867,75705
91939,56717,25464,89766,54718,21903
91939,56717,31464,89604,54781,28025
91939,56717,37464,89356,54549,34152
91939,56717,43464,89115,53847,40239
91939,56717,49464,89159,52624,46575
91939,56717,55464,89393,51180,52869
91939,56717,61464,89520,49611,58776
91939,56717,67464,89463,48074,64636
91939,56717,73464,89274,47351,70610
91939,62717,25464,90499,60270,22782
91939,62717,31464,90348,60269,28940
91939,62717,37464,90136,59924,35221
91939,62717,43464,89859,59073,41523
91939,62717,49464,89537,57764,47885
91939,62717,55464,89325,56327,54143
91939,62717,61464,89156,55083,60113
91939,62717,67464,88922,54135,65965
91939,62717,73464,88620,53696,71846
91939,68717,25464,91163,65597,23530
91939,68717,31464,90957,65499,29665
91939,68717,37464,90632,65088,36007
91939,68717,43464,90223,64264,42466
91939,68717,49464,89791,63121,48914
91939,68717,55464,89411,61941,55205
91939,68717,61464,89058,61015,61264
91939,68717,67464,88681,60458,67190
91939,74717,31464,91493,70574,30451
91939,74717,37464,91086,70125,36807
91939,74717,43464,90604,69392,43323
91939,74717,49464,90134,68479,49828
91939,74717,55464,89693,67601,56165
91939,74717,61464,89260,66969,62286
91939,80717,37464,91624,75138,37786
91939,80717,43464,91147,74494,44311
91939,80717,49464,90667,73770,50822
91939,80717,55464,90210,73128,57165
91939,80717,61464,89773,72720,63267
91939,80717,121464,87756,71532,119888
91939,80717,127464,86069,71418,124880
91939,80717,133464,84761,70938,129857
91939,80717,139464,83953,70267,135395
91939,80717,145464,83607,69543,141921
91939,80717,151464,83339,68987,148651
91939,86717,115464,90671,77741,114222
91939,86717,121464,88972,77564,120007
91939,86717,127464,87421,77283,125339
91939,86717,133464,86225,76755,130655
91939,86717,139464,85486,76066,136342
91939,86717,145464,85109,75365,142522
91939,86717,151464,84831,74833,148852
91939,86717,157464,84466,74585,154931
91939,86717,163464,84002,74574,160701
91939,92717,115464,91568,83755,114169
91939,92717,121464,90136,83433,120040
91939,92717,127464,88825,83058,125640
91939,92717,133464,87785,82551,131208
91939,92717,139464,87082,81943,136964
91939,92717,145464,86648,81344,142956
91939,92717,151464,86319,80885,149035
91939,92717,157464,85966,80650,155015
91939,92717,163464,85576,80626,160850
91939,98717,127464,90159,88842,125853
91939,98717,133464,89272,88389,131553
91939,98717,139464,88609,87886,137339
91939,98717,145464,88137,87404,143237
97939,26717,43464,93950,25211,32273
97939,26717,49464,94860,24831,38037
97939,26717,55464,95699,24349,43832
97939,26717,61464,96392,23496,49829
97939,26717,67464,96860,22253,56380
97939,26717,73464,96780,21228,62979
97939,32717,37464,93594,31216,28170
97939,32717,43464,94254,30969,34035
97939,32717,49464,95149,30635,39872
97939,32717,55464,95749,30275,44962
97939,32717,61464,96285,29497,49758
97939,32717,67464,96965,28033,56618
97939,32717,73464,96963,26840,63746
97939,38717,37464,93888,36913,29714
97939,38717,43464,94418,36696,35794
97939,38717,49464,95131,36381,41871
97939,38717,55464,95549,35760,47456
97939,38717,61464,95974,34290,52170
97939,38717,67464,96816,33243,58055
97939,38717,73464,96912,32150,65125
97939,38717,79464,96357,31289,71747
97939,44717,37464,94145,42613,31048
97939,44717,43464,94443,42404,37184
97939,44717,49464,94960,42117,43471
97939,44717,55464,95428,41777,49822
97939,44717,61464,95846,40088,55067
97939,44717,67464,96506,38243,60278
97939,44717,73464,96581,37091,66712
97939,50717,43464,94557,47908,38391
97939,50717,49464,94892,47393,44642
97939,50717,55464,95371,46681,50767
97939,50717,61464,95806,45186,56226
97939,50717,67464,96034,43140,61803
97939,50717,73464,95992,41802,67837
97939,56717,49464,95064,52328,45783
97939,56717,55464,95279,51230,51818
97939,56717,61464,95464,49781,57536
97939,56717,67464,95524,48130,63135
97939,56717,73464,95434,46866,68816
103939,32717,55464,101021,29361,44850
103939,32717,61464,101498,28468,50367
103939,38717,55464,101034,35005,46601
103939,38717,61464,101467,33913,51978
103939,38717,67464,101888,32689,57812
103939,44717,55464,101052,40572,48363
103939,44717,61464,101444,39327,53830
103939,44717,67464,101789,37874,59420
1939,32717,49464,1939,32717,49464
1939,32717,55464,1939,32717,55464
1939,32717,61464,1939,32717,61464
1939,38717,49464,1939,38717,49464
1939,38717,55464,1939,38717,55464
1939,38717,61464,1939,38717,61464
7939,20717,49464,7939,20717,49464
7939,20717,55464,7939,20717,55464
7939,20717,61464,7939,20717,61464
7939,20717,67464,7939,20717,67464
7939,26717,37464,7939,26717,37464
7939,26717,43464,7939,26717,43464
7939,26717,49464,7939,26717,49464
7939,26717,55464,7939,26717,55464
7939,26717,61464,7939,26717,61464
7939,26717,67464,7939,26717,67464
7939,26717,73464,7939,26717,73464
7939,32717,31464,7939,32717,31464
7939,32717,37464,7939,32717,37464
7939,32717,43464,7939,32717,43464
7939,32717,49464,7939,32717,49464
7939,32717,55464,7939,32717,55464
7939,32717,61464,7939,32717,61464
7939,32717,67464,7939,32717,67464
7939,32717,73464,7939,32717,73464
7939,38717,25464,7939,38717,25464
7939,38717,31464,7939,38717,31464
7939,38717,37464,7939,38717,37464
7939,38717,43464,7939,38717,43464
7939,38717,49464,7939,38717,49464
7939,38717,55464,7939,38717,55464
7939,38717,61464,7939,38717,61464
7939,38717,67464,7939,38717,67464
7939,38717,73464,7939,38717,73464
7939,44717,25464,7939,44717,25464
7939,44717,31464,7939,44717,31464
7939,44717,37464,7939,44717,37464
7939,44717,43464,7939,44717,43464
7939,44717,49464,7939,44717,49464
7939,44717,55464,7939,44717,55464
7939,44717,61464,7939,44717,61464
7939,44717,67464,7939,44717,67464
7939,44717,73464,7939,44717,73464
7939,50717,31464,7939,50717,31464
7939,50717,37464,7939,50717,37464
7939,50717,43464,7939,50717,43464
7939,50717,49464,7939,50717,49464
7939,50717,55464,7939,50717,55464
7939,50717,61464,7939,50717,61464
7939,50717,67464,7939,50717,67464
13939,14717,43464,13939,14717,43464
13939,14717,49464,13939,14717,49464
13939,14717,55464,13939,14717,55464
13939,14717,61464,13939,14717,61464
13939,14717,67464,13939,14717,67464
13939,14717,73464,13939,14717,73464
13939,20717,25464,13939,20717,25464
13939,20717,31464,13939,20717,31464
13939,20717,37464,13939,20717,37464
13939,20717,43464,13939,20717,43464
13939,20717,49464,13939,20717,49464
13939,20717,55464,13939,20717,55464
13939,20717,61464,13939,20717,61464
13939,20717,67464,13939,20717,67464
13939,20717,73464,13939,20717,73464
13939,20717,79464,13939,20717,79464
13939,26717,19464,13939,26717,19464
13939,26717,25464,13939,26717,25464
13939,26717,31464,13939,26717,31464
13939,26717,37464,13939,26717,37464
13939,26717,43464,13939,26717,43464
13939,26717,49464,13939,26717,49464
13939,26717,55464,13939,26717,55464
13939,26717,61464,13939,26717,61464
13939,26717,67464,13939,26717,67464
13939,26717,73464,13939,26717,73464
13939,26717,79464,13939,26717,79464
13939,32717,19464,13939,32717,19464
13939,32717,25464,13939,32717,25464
13939,32717,31464,13939,32717,31464
13939,32717,37464,13939,32717,37464
13939,32717,43464,13939,32717,43464
13939,32717,49464,13939,32717,49464
13939,32717,55464,13939,32717,55464
13939,32717,61464,13939,32717,61464
13939,32717,67464,13939,32717,67464
13939,32717,73464,13939,32717,73464
13939,32717,79464,13939,32717,79464
13939,38717,13464,13939,38717,13464
13939,38717,19464,13939,38717,19464
13939,38717,25464,13939,38717,25464
13939,38717,31464,13939,38717,31464
13939,38717,37464,13939,38717,37464
13939,38717,43464,13939,38717,43464
13939,38717,49464,13939,38717,49464
13939,38717,55464,13939,38717,55464
13939,38717,61464,13939,38717,61464
13939,38717,67464,13939,38717,67464
13939,38717,73464,13939,38717,73464
13939,38717,79464,13939,38717,79464
13939,44717,13464,13939,44717,13464
13939,44717,19464,13939,44717,19464
13939,44717,25464,13939,44717,25464
13939,44717,31464,13939,44717,31464
13939,44717,37464,13939,44717,37464
13939,44717,43464,13939,44717,43464
13939,44717,49464,13939,44717,49464
13939,44717,55464,13939,44717,55464
13939,44717,61464,13939,44717,61464
13939,44717,67464,13939,44717,67464
13939,44717,73464,13939,44717,73464
13939,44717,79464,13939,44717,79464
13939,50717,19464,13939,50717,19464
13939,50717,25464,13939,50717,25464
13939,50717,31464,13939,50717,31464
13939,50717,37464,13939,50717,37464
13939,50717,43464,13939,50717,43464
13939,50717,49464,13939,50717,49464
13939,50717,55464,13939,50717,55464
13939,50717,61464,13939,50717,61464
13939,50717,67464,13939,50717,67464
13939,50717,73464,13939,50717,73464
13939,56717,19464,13939,56717,19464
13939,56717,25464,13939,56717,25464
13939,56717,31464,13939,56717,31464
13939,56717,37464,13939,56717,37464
13939,56717,43464,13939,56717,43464
13939,56717,49464,13939,56717,49464
13939,56717,55464,13939,56717,55464
13939,56717,61464,13939,56717,61464
13939,62717,19464,13939,62717,19464
13939,62717,25464,13939,62717,25464
13939,62717,31464,13939,62717,31464
13939,62717,37464,13939,62717,37464
13939,62717,43464,13939,62717,43464
13939,62717,49464,13939,62717,49464
13939,68717,25464,13939,68717,25464
13939,68717,31464,13939,68717,31464
13939,68717,37464,13939,68717,37464
13939,68717,43464,13939,68717,43464
13939,68717,49464,13939,68717,49464
13939,74717,133464,13939,74717,133464
13939,74717,139464,13939,74717,139464
13939,74717,145464,13939,74717,145464
13939,80717,121464,13939,80717,121464
13939,80717,127464,13939,80717,127464
13939,80717,133464,13939,80717,133464
13939,80717,139464,13939,80717,139464
13939,80717,145464,13939,80717,145464
13939,80717,151464,13939,80717,151464
13939,86717,121464,13939,86717,121464
13939,86717,127464,13939,86717,127464
13939,86717,133464,13939,86717,133464
13939,86717,139464,13939,86717,139464
19939,8717,49464,19939,8717,49464
19939,8717,55464,19939,8717,55464
19939,8717,61464,19939,8717,61464
19939,8717,67464,19939,8717,67464
19939,14717,25464,19939,14717,25464
19939,14717,31464,19939,14717,31464
19939,14717,37464,19939,14717,37464
19939,14717,43464,19939,14717,43464
19939,14717,49464,19939,14717,49464
19939,14717,55464,19939,14717,55464
19939,14717,61464,19939,14717,61464
19939,14717,67464,19939,14717,67464
19939,14717,73464,19939,14717,73464
19939,20717,19464,19939,20717,19464
19939,20717,25464,19939,20717,25464
19939,20717,31464,19939,20717,31464
19939,20717,37464,19939,20717,37464
19939,20717,43464,19939,20717,43464
19939,20717,49464,19939,20717,49464
19939,20717,55464,19939,20717,55464
19939,20717,61464,19939,20717,61464
19939,20717,67464,19939,20717,67464
19939,20717,73464,19939,20717,73464
19939,20717,79464,19939,20717,79464
19939,26717,13464,19939,26717,13464
19939,26717,19464,19939,26717,19464
19939,26717,25464,19939,26717,25464
19939,26717,31464,19939,26717,31464
19939,26717,37464,19939,26717,37464
19939,26717,43464,19939,26717,43464
19939,26717,49464,19939,26717,49464
19939,26717,55464,19939,26717,55464
19939,26717,61464,19939,26717,61464
19939,26717,67464,19939,26717,67464
19939,26717,73464,19939,26717,73464
19939,26717,79464,19939,26717,79464
19939,32717,13464,19939,32717,13464
19939,32717,19464,19939,32717,19464
19939,32717,25464,19939,32717,25464
19939,32717,31464,19939,32717,31464
19939,32717,37464,19939,32717,37464
19939,32717,43464,19939,32717,43464
19939,32717,49464,19939,32717,49464
19939,32717,55464,19939,32717,55464
19939,32717,61464,19939,32717,61464
19939,32717,67464,19939,32717,67464
19939,32717,73464,19939,32717,73464
19939,32717,79464,19939,32717,79464
19939,38717,7464,19939,38717,7464
19939,38717,13464,19939,38717,13464
19939,38717,19464,19939,38717,19464
19939,38717,25464,19939,38717,25464
19939,38717,31464,19939,38717,31464
19939,38717,37464,19939,38717,37464
19939,38717,43464,19939,38717,43464
19939,38717,49464,19939,38717,49464
19939,38717,55464,19939,38717,55464
19939,38717,61464,19939,38717,61464
19939,38717,67464,19939,38717,67464
19939,38717,73464,19939,38717,73464
19939,38717,79464,19939,38717,79464
19939,44717,13464,19939,44717,13464
19939,44717,19464,19939,44717,19464
19939,44717,25464,19939,44717,25464
19939,44717,31464,19939,44717,31464
19939,44717,37464,19939,44717,37464
19939,44717,43464,19939,44717,43464
19939,44717,49464,19939,44717,49464
19939,44717,55464,19939,44717,55464
19939,44717,61464,19939,44717,61464
19939,44717,67464,19939,44717,67464
19939,44717,73464,19939,44717,73464
19939,44717,79464,19939,44717,79464
19939,50717,13464,19939,50717,13464
19939,50717,19464,19939,50717,19464
19939,50717,25464,19939,50717,25464
19939,50717,31464,19939,50717,31464
19939,50717,37464,19939,50717,37464
19939,50717,43464,19939,50717,43464
19939,50717,49464,19939,50717,49464
19939,50717,55464,19939,50717,55464
19939,50717,61464,19939,50717,61464
19939,50717,67464,19939,50717,67464
19939,50717,73464,19939,50717,73464
19939,50717,79464,19939,50717,79464
19939,56717,13464,19939,56717,13464
19939,56717,19464,19939,56717,19464
19939,56717,25464,19939,56717,25464
19939,56717,31464,19939,56717,31464
19939,56717,37464,19939,56717,37464
19939,56717,43464,19939,56717,43464
19939,56717,49464,19939,56717,49464
19939,56717,55464,19939,56717,55464
19939,56717,61464,19939,56717,61464
19939,56717,67464,19939,56717,67464
19939,56717,73464,19939,56717,73464
19939,62717,19464,19939,62717,19464
19939,62717,25464,19939,62717,25464
19939,62717,31464,19939,62717,31464
19939,62717,37464,19939,62717,37464
19939,62717,43464,19939,62717,43464
19939,62717,49464,19939,62717,49464
19939,62717,55464,19939,62717,55464
19939,62717,61464,19939,62717,61464
19939,62717,67464,19939,62717,67464
19939,68717,19464,19939,68717,19464
19939,68717,25464,19939,68717,25464
19939,68717,31464,19939,68717,31464
19939,68717,37464,19939,68717,37464
19939,68717,43464,19939,68717,43464
19939,68717,49464,19939,68717,49464
19939,68717,55464,19939,68717,55464
19939,68717,61464,19939,68717,61464
19939,68717,67464,19939,68717,67464
19939,68717,73464,19939,68717,73464
19939,68717,115464,19939,68717,115464
19939,68717,121464,19939,68717,121464
19939,68717,127464,19939,68717,127464
19939,68717,133464,19939,68717,133464
19939,68717,139464,19939,68717,139464
19939,68717,145464,19939,68717,145464
19939,68717,151464,19939,68717,151464
19939,68717,157464,19939,68717,157464
19939,74717,19464,19939,74717,19464
19939,74717,25464,19939,74717,25464
19939,74717,31464,19939,74717,31464
19939,74717,37464,19939,74717,37464
19939,74717,43464,19939,74717,43464
19939,74717,49464,19939,74717,49464
19939,74717,55464,19939,74717,55464
19939,74717,61464,19939,74717,61464
19939,74717,67464,19939,74717,67464
19939,74717,73464,19939,74717,73464
19939,74717,79464,19939,74717,79464
19939,74717,85464,19939,74717,85464
19939,74717,91464,19939,74717,91464
19939,74717,97464,19939,74717,97464
19939,74717,103464,19939,74717,103464
19939,74717,109464,19939,74717,109464
19939,74717,115464,19939,74717,115464
19939,74717,121464,19939,74717,121464
19939,74717,127464,19939,74717,127464
19939,74717,133464,19939,74717,133464
19939,74717,139464,19939,74717,139464
19939,74717,145464,19939,74717,145464
19939,74717,151464,19939,74717,151464
19939,74717,157464,19939,74717,157464
19939,74717,163464,19939,74717,163464
19939,74717,169464,19939,74717,169464
19939,80717,25464,19939,80717,25464
19939,80717,31464,19939,80717,31464
19939,80717,37464,19939,80717,37464
19939,80717,43464,19939,80717,43464
19939,80717,49464,19939,80717,49464
19939,80717,55464,19939,80717,55464
19939,80717,61464,19939,80717,61464
19939,80717,67464,19939,80717,67464
19939,80717,73464,19939,80717,73464
19939,80717,79464,19939,80717,79464
19939,80717,85464,19939,80717,85464
19939,80717,91464,19939,80717,91464
19939,80717,97464,19939,80717,97464
19939,80717,103464,19939,80717,103464
19939,80717,109464,19939,80717,109464
19939,80717,115464,19939,80717,115464
19939,80717,121464,19939,80717,121464
19939,80717,127464,19939,80717,127464
19939,80717,133464,19939,80717,133464
19939,80717,139464,19939,80717,139464
19939,80717,145464,19939,80717,145464
19939,80717,151464,19939,80717,151464
19939,80717,157464,19939,80717,157464
19939,80717,163464,19939,80717,163464
19939,80717,169464,19939,80717,169464
19939,86717,25464,19939,86717,25464
19939,86717,31464,19939,86717,31464
19939,86717,37464,19939,86717,37464
19939,86717,43464,19939,86717,43464
19939,86717,49464,19939,86717,49464
19939,86717,55464,19939,86717,55464
19939,86717,61464,19939,86717,61464
19939,86717,67464,19939,86717,67464
19939,86717,73464,19939,86717,73464
19939,86717,79464,19939,86717,79464
19939,86717,85464,19939,86717,85464
19939,86717,91464,19939,86717,91464
19939,86717,97464,19939,86717,97464
19939,86717,103464,19939,86717,103464
19939,86717,109464,19939,86717,109464
19939,86717,115464,19939,86717,115464
19939,86717,121464,19939,86717,121464
19939,86717,127464,19939,86717,127464
19939,86717,133464,19939,86717,133464
19939,86717,139464,19939,86717,139464
19939,86717,145464,19939,86717,145464
19939,86717,151464,19939,86717,151464
19939,86717,157464,19939,86717,157464
19939,86717,163464,19939,86717,163464
19939,86717,169464,19939,86717,169464
19939,92717,55464,19939,92717,55464
19939,92717,61464,19939,92717,61464
19939,92717,67464,19939,92717,67464
19939,92717,73464,19939,92717,73464
19939,92717,79464,19939,92717,79464
19939,92717,85464,19939,92717,85464
19939,92717,91464,19939,92717,91464
19939,92717,97464,19939,92717,97464
19939,92717,103464,19939,92717,103464
19939,92717,109464,19939,92717,109464
19939,92717,115464,19939,92717,115464
